"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","03-Nov-2023","46","202.40","204.75","0.38","-3.600","0.00","0.20","0.3703","0.0000","0.3004"
"WEP","03-Nov-2023","47","187.20","188.82","0.17","-2.670","0.00","0.20","0.3703","0.0000","0.3004"
"WEP","03-Nov-2023","48","363.19","367.18","0.24","-5.100","0.00","0.20","0.3703","0.0000","0.3004"
"WEP","04-Nov-2023","1","655.18","659.69","0.55","-5.950","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","2","560.39","560.77","0.48","-1.750","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","3","224.20","224.53","0.13","-1.350","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","4","212.95","212.48","0.14","-0.550","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","5","211.65","212.08","0.13","-1.440","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","6","205.05","205.15","0.13","-1.110","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","7","173.90","173.89","0.14","-1.020","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","8","173.16","173.17","0.14","-1.040","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","9","166.23","166.15","0.14","-0.950","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","10","154.47","154.29","0.14","-0.840","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","11","166.10","166.15","0.15","-1.080","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","12","166.02","166.16","0.17","-1.200","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","13","152.80","152.73","0.43","-1.250","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","14","151.53","152.21","0.45","-2.020","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","15","152.56","152.44","1.05","-1.820","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","16","161.01","161.07","1.03","-1.980","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","17","153.58","154.24","0.57","-2.120","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","18","160.55","160.01","1.15","-1.500","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","19","150.90","150.62","0.70","-1.310","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","20","158.45","158.41","0.76","-1.610","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","21","159.75","160.12","0.59","-1.840","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","22","143.99","144.76","0.42","-2.080","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","23","132.36","133.88","0.42","-2.830","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","24","121.49","123.46","0.40","-3.250","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","25","131.31","133.89","0.58","-4.040","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","26","134.00","135.89","0.59","-3.370","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","27","222.41","224.44","0.58","-3.500","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","28","280.43","282.63","0.48","-3.560","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","29","313.25","313.30","0.58","-1.510","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","30","391.21","390.81","0.57","-1.050","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","31","173.20","173.34","0.59","-1.620","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","32","132.71","134.05","0.55","-2.780","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","33","143.32","144.37","0.56","-2.490","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","34","443.38","445.72","0.92","-4.140","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","35","289.54","289.75","0.79","-1.890","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","36","184.60","183.68","0.93","-0.890","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","37","169.63","167.12","2.97","-1.350","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","38","166.40","165.96","1.04","-1.480","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","39","175.31","173.37","2.96","-1.910","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","40","183.74","183.80","1.50","-2.440","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","41","238.38","239.82","1.10","-3.430","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","42","255.42","257.86","0.89","-4.220","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","43","223.14","224.73","0.78","-3.260","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","44","173.40","174.10","0.59","-2.180","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","45","223.08","224.38","0.60","-2.790","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","46","172.82","173.32","0.62","-2.010","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","47","172.77","173.31","0.26","-1.690","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","04-Nov-2023","48","171.20","171.68","0.17","-1.540","0.00","0.20","0.3703","0.0000","0.3160"
"WEP","05-Nov-2023","1","151.22","152.01","0.16","-1.850","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","2","144.33","144.31","0.15","-1.030","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","3","144.75","144.81","0.13","-1.090","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","4","144.05","144.29","0.14","-1.270","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","5","144.03","144.27","0.14","-1.280","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","6","143.91","144.13","0.13","-1.240","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","7","138.99","138.14","0.14","-0.190","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","8","135.94","135.92","0.14","-1.010","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","9","133.19","133.61","0.14","-1.460","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","10","133.18","133.61","0.15","-1.480","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","11","132.96","133.63","0.15","-1.720","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","12","133.40","133.59","0.18","-1.260","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","13","133.74","133.60","0.40","-1.160","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","14","132.79","133.60","0.46","-2.170","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","15","124.10","123.32","1.08","-1.200","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","16","124.04","123.35","1.07","-1.280","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","17","122.25","122.59","0.40","-1.640","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","18","121.85","122.48","1.02","-2.550","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","19","120.92","121.93","0.28","-2.190","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","20","121.35","121.94","0.43","-1.920","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","21","121.86","122.61","0.36","-2.010","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","22","121.00","122.62","0.25","-2.760","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","23","120.43","122.61","0.25","-3.330","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","24","120.61","122.62","0.16","-3.060","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","25","128.80","128.88","0.28","-1.260","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","26","135.41","133.83","0.37","0.320","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","27","135.71","133.84","0.36","0.620","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","28","122.00","121.98","0.25","-1.130","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","29","119.19","121.18","0.25","-3.140","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","30","120.85","122.68","0.25","-2.980","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","31","132.41","133.90","0.36","-2.740","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","32","135.99","136.91","0.60","-2.410","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","33","173.48","174.01","0.57","-2.000","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","34","283.18","283.00","0.66","-1.370","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","35","181.32","180.45","0.62","-0.650","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","36","145.90","145.40","0.66","-1.050","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","37","169.71","167.10","2.97","-1.260","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","38","181.29","181.03","0.97","-1.600","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","39","187.46","184.99","2.98","-1.410","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","40","237.52","236.95","2.24","-2.570","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","41","285.02","284.28","2.42","-2.580","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","42","350.18","350.47","3.01","-4.200","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","43","252.38","252.10","1.51","-2.130","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","44","181.44","181.08","0.60","-1.140","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","45","181.05","180.88","0.58","-1.300","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","46","159.21","159.02","0.59","-1.300","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","47","152.16","152.12","0.26","-1.120","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","05-Nov-2023","48","144.53","144.77","0.17","-1.310","0.00","0.20","0.3703","0.0000","0.3275"
"WEP","06-Nov-2023","1","144.39","144.27","0.16","-0.910","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","2","144.78","144.27","0.15","-0.510","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","3","138.99","138.57","0.14","-0.590","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","4","138.55","138.04","0.14","-0.510","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","5","138.87","138.02","0.14","-0.160","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","6","134.41","134.01","0.14","-0.610","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","7","133.84","133.59","0.14","-0.760","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","8","132.84","132.28","0.14","-0.450","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","9","130.83","129.87","0.14","-0.050","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","10","133.16","132.30","0.15","-0.160","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","11","134.18","133.58","0.15","-0.420","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","12","144.31","144.09","0.26","-0.920","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","13","151.98","152.30","0.38","-1.570","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","14","160.93","161.54","0.44","-1.930","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","15","143.92","144.33","0.99","-2.270","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","16","158.88","159.71","0.96","-2.670","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","17","149.04","150.01","0.26","-2.100","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","18","162.49","162.26","0.88","-1.520","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","19","147.92","148.41","0.48","-1.840","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","20","163.58","164.48","0.59","-2.370","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","21","162.82","163.35","0.70","-2.100","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","22","172.81","173.44","0.54","-2.040","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","23","163.34","164.07","0.53","-2.130","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","24","142.29","143.80","0.25","-2.630","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","25","144.45","146.03","0.55","-3.000","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","26","179.87","183.49","0.55","-5.040","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","27","281.24","288.56","0.56","-8.750","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","28","457.76","466.07","0.72","-9.910","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","29","3052.86","3081.78","2.53","-32.330","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","30","3059.35","3081.23","2.54","-25.290","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","31","578.92","585.94","1.82","-9.710","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","32","546.09","543.95","1.55","-6.780","6.50","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","33","3297.84","3283.87","2.69","-5.420","15.83","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","34","3132.29","3105.28","3.23","-11.570","34.48","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","35","3068.69","3081.85","2.86","-16.910","0.02","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","36","289.45","289.78","2.16","-3.360","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","37","290.70","288.45","3.70","-2.320","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","38","291.23","289.80","1.81","-1.250","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","39","293.32","289.82","3.36","-0.730","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","40","290.61","288.47","2.56","-1.300","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","41","290.54","289.98","2.07","-2.380","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","42","285.26","285.88","0.76","-2.260","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","43","220.79","220.87","0.51","-1.460","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","44","174.35","174.25","0.25","-1.030","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","45","214.63","214.28","0.26","-0.780","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","46","168.70","168.08","0.26","-0.510","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","47","145.37","144.49","0.26","-0.250","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","06-Nov-2023","48","145.27","144.36","0.25","-0.210","0.00","0.20","0.3703","0.0000","0.3015"
"WEP","07-Nov-2023","1","138.91","138.20","0.16","-0.320","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","2","137.31","136.64","0.15","-0.350","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","3","144.82","144.15","0.14","-0.340","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","4","145.22","144.12","0.21","0.010","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","5","144.67","144.14","0.21","-0.550","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","6","135.17","134.16","0.21","-0.070","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","7","134.16","133.62","0.21","-0.540","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","8","133.09","132.48","0.21","-0.470","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","9","130.51","129.83","0.21","-0.400","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","10","133.89","133.63","0.22","-0.830","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","11","137.09","136.51","0.15","-0.440","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","12","166.01","165.42","0.18","-0.470","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","13","206.23","206.21","0.29","-1.140","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","14","224.41","224.40","0.39","-1.250","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","15","173.57","173.23","0.87","-1.400","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","16","213.41","212.58","0.97","-1.010","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","17","173.06","173.42","0.18","-1.410","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","18","174.53","174.14","1.01","-1.500","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","19","162.72","162.91","0.55","-1.610","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","20","174.63","174.13","0.85","-1.220","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","21","234.00","234.49","0.80","-2.160","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","22","173.36","174.16","0.65","-2.320","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","23","172.75","173.45","0.65","-2.220","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","24","202.27","204.83","0.49","-3.920","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","25","277.20","280.70","0.72","-5.100","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","26","363.93","368.62","0.86","-6.420","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","27","440.92","446.76","0.79","-7.500","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","28","450.67","456.54","0.73","-7.470","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","29","504.07","506.82","0.89","-4.510","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","30","501.04","499.55","0.84","-2.190","1.97","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","31","506.72","506.59","0.90","-4.040","2.39","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","32","525.37","527.83","0.95","-4.280","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","33","704.70","680.93","1.81","-12.580","33.67","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","34","739.54","715.63","2.44","-12.810","33.41","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","35","872.25","852.48","2.32","-13.270","29.84","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","36","523.79","527.78","1.47","-6.340","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","37","528.58","527.92","3.56","-3.770","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","38","496.70","495.46","1.35","-0.980","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","39","479.81","477.62","2.83","-1.510","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","40","451.61","451.27","1.99","-2.520","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","41","280.82","280.87","1.30","-2.230","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","42","453.38","452.70","3.36","-3.560","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","43","297.98","295.84","2.31","-1.050","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","44","251.50","250.93","1.43","-1.740","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","45","234.09","233.93","1.02","-1.730","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","46","145.94","145.28","0.79","-1.000","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","47","145.26","144.38","0.35","-0.340","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","07-Nov-2023","48","133.74","133.79","0.17","-1.100","0.00","0.20","0.3703","0.0000","0.3027"
"WEP","08-Nov-2023","1","124.40","123.84","0.16","-0.470","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","2","123.82","123.36","0.15","-0.560","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","3","131.25","130.90","0.14","-0.670","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","4","133.07","132.32","0.14","-0.270","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","5","132.65","132.29","0.14","-0.650","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","6","130.95","130.88","0.14","-0.950","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","7","124.40","123.78","0.14","-0.390","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","8","124.04","123.31","0.14","-0.280","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","9","123.50","122.53","0.14","-0.040","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","10","124.19","123.29","0.15","-0.120","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","11","124.92","124.17","0.16","-0.280","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","12","136.28","135.68","0.18","-0.450","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","13","170.95","170.61","0.38","-0.920","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","14","147.94","147.01","0.69","-0.630","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","15","137.41","136.49","1.25","-1.200","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","16","137.28","135.77","1.29","-0.650","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","17","136.61","135.84","0.80","-0.910","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","18","137.95","136.10","1.39","-0.420","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","19","137.10","135.75","0.89","-0.410","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","20","136.66","135.95","1.02","-1.180","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","21","136.13","135.76","0.87","-1.370","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","22","144.37","144.01","0.66","-1.170","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","23","141.87","141.76","0.65","-1.410","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","24","132.61","133.59","0.47","-2.330","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","25","133.47","133.60","0.85","-1.850","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","26","184.47","183.78","1.38","-1.560","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","27","283.13","280.85","1.92","-0.520","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","28","174.59","174.20","1.45","-1.930","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","29","130.52","130.97","1.11","-2.430","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","30","142.81","144.00","0.84","-2.900","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","31","279.39","280.82","1.95","-4.250","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","32","383.09","381.18","2.69","-1.650","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","33","401.39","393.79","2.69","-2.610","6.65","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","34","375.34","367.70","3.07","-3.110","6.81","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","35","354.33","351.99","2.77","-3.930","2.63","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","36","215.57","215.06","2.06","-2.420","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","37","226.15","223.75","3.63","-2.100","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","38","185.59","184.17","1.55","-1.010","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","39","191.31","188.45","3.75","-1.770","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","40","179.22","177.74","2.49","-1.880","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","41","527.75","528.53","4.37","-6.020","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","42","529.85","528.33","3.26","-2.620","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","43","391.49","390.42","2.86","-2.660","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","44","234.90","234.49","1.05","-1.510","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","45","235.50","234.39","0.89","-0.660","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","46","183.94","183.49","0.26","-0.680","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","08-Nov-2023","47","148.71","147.94","0.17","-0.280","0.00","0.20","0.3703","0.0000","0.3032"
